x,y
384.6065914928098,258.6000013052602
385.59464370608333,258.6298724353314
386.59905532374984,258.72144893184304
387.58500657081606,258.87289414405825
388.5628811522387,259.0854057474993
389.5179862998426,259.355498316139
390.460004182905,259.68571505174043
391.38594429483635,260.0761553524993
392.2817882061005,260.5209697246552
393.1559099592269,261.02453464642167
393.98488931162285,261.5724678467028
394.77751051783565,262.16851317286495
395.54075682684777,262.81879771277306
396.26245460510256,263.5141025543213
396.94044714644554,264.2522709913552
397.5725777447224,265.03114631772047
398.1566896937788,265.8485718272627
398.67821731194863,266.6811498604716
399.1611238956451,267.56839623451236
399.57980837821964,268.4649859905243
399.948888821993,269.4018943742849
400.2572284997441,270.3539642156102
400.5049559116364,271.3182341098786
400.69434558590876,272.3045166655444
400.82221908764916,273.2980269928463
400.8890150435269,274.29619106128814
400.8953183718026,275.2943958692253
400.8421091757715,276.28302224054937
400.7272865772248,277.2805533885956
400.55070274779575,278.27132069161166
400.31536617651585,279.24049033746127
400.0191512681544,280.19794486984614
399.6666671909392,281.1292711101473
399.2544973761775,282.0435697644018
398.7887747287751,282.9269509792328
398.2648799143732,283.7876196660102
397.6976910551079,284.60248370571065
397.08321130871775,285.38016836047177
396.4151012726128,286.1274572066963
395.70281257629404,286.83235588073734
394.94850192591554,287.49270767644055
394.1543260276318,288.1063558876515
393.32244158759715,288.6711438082159
392.4765683807433,289.1730076156557
391.5765258312225,289.6349274158478
390.66826310157774,290.03232588768014
389.73221983909605,290.37510743141183
388.7703987598419,290.6612693309784
387.78480257987974,290.8888088703156
386.8028675116599,291.05230540856724
385.81503321798516,291.1553647789173
384.8106235504151,291.1986660003663
383.8135025560856,291.18134389519696
382.81834586700427,291.10367649635305
381.8282130108215,290.96512139895935
380.8456908322871,290.7652527906001
379.87352062836294,290.50376068726183
378.9262770868839,290.1847977854312
378.0059629239143,289.8103668011725
377.1145808555187,289.38247045055033
376.23303608894344,288.8904854297638
375.38614891394974,288.3465891681612
374.58572462694724,287.7604690899141
373.81413450716065,287.11978793619204
373.0922980256379,286.44227227643137
372.40452690124516,285.71332817077644
371.76214429661627,284.94320375248793
371.1673069179058,284.1340557277203
370.62217147126796,283.28804080262785
370.14029190912845,282.4291928566993
369.6996873378754,281.5166825771332
369.3238953113556,280.59706730842595
369.0035212993622,279.65047259330754
368.7405680179596,278.67890114784245
368.5413861371577,277.7094832517207
368.40054990649224,276.7200819194317
368.31991556212313,275.7125533871353
368.29899875996637,274.71566979959607
368.32976747835056,273.72380088791255
368.4235391676426,272.722565984726
368.57837286731234,271.7401246227324
368.7985583818518,270.75395972505214
369.07494493761334,269.8033957417123
369.4170182547532,268.8548077441752
369.81107260426506,267.9458260931075
370.27072823643687,267.0449946880341
370.77140874266627,266.1983011722565
371.3359218628146,265.36552395448086
371.9501303397119,264.57040267586706
372.61176192937415,263.8150940425694
373.3096622052952,263.1101926230825
374.0494287014008,262.4483219146729
374.83873280035334,261.824236946553
375.66642645671965,261.24853884577755
376.50875695720316,260.73557471632955
377.4056145413779,260.26180943623183
378.31109587615356,259.85239815488455
379.2445714264177,259.49715319052336
380.2039311877452,259.1980772592127
381.16221398785717,258.9624706447125
382.15381733336255,258.7821111199446
383.13875794410706,258.6645809173584
384.1531077454798,258.60601027682424
