id,x,y
CuldceptSAGA,563.5016396389883,524.016
WorldSeriesofPokerTournamentofChampions2007Edition,588.0016396389883,524.016
JustDanceDisneyParty,612.5016396389883,524.016
BCFXTheBlackCollegeFootballXperienceTheDougWilliamsEdition,637.0016396389883,524.016
Amped3,661.5016396389883,524.016
HaloTriplePack,686.0016396389883,524.016
JurassicParkTheGame,710.5016396389883,524.016
SherlockHolmesvsJacktheRipper,735.0016396389883,524.016
Blinx2MastersofTimeSpace,759.5016396389883,524.016
FantasiaMusicEvolved,784.0016396389883,524.016
KingdomUnderFireHeroes,808.5016396389883,524.016
ProjectSylpheedArcofDeception,833.0016396389883,524.016
SeriousSam,857.5016396389883,524.016
ShadowOpsRedMercury,882.0016396389883,524.016
FIFA06RoadtoFIFAWorldCup,906.5016396389883,524.016
FinalFantasyXIVanadielCollection2008,931.0016396389883,524.016
RockBandMetalTrackPack,955.5016396389883,524.016
MadDashRacing,980.0016396389883,524.016
GuiltyGearX2Reload,1004.5016396389883,524.016
ReCore,49.0016396389883,548.516
GrabbedbytheGhoulies,73.50163963898831,548.516
AdrenalinMisfits,98.00163963898831,548.516
OutRun2,122.50163963898831,548.516
CabelasAfricanSafari,147.0016396389883,548.516
JustCause,171.5016396389883,548.516
XBlades,196.0016396389883,548.516
Enclave,220.5016396389883,548.516
DinoCrisis3,245.0016396389883,548.516
LetsCheer,269.5016396389883,548.516
TheHistoryChannelCivilWarANationDivided,294.0016396389883,548.516
LipsILoveThe80s,318.5016396389883,548.516
NCIS,343.0016396389883,548.516
Apex,367.5016396389883,548.516
MotoGP06,392.0016396389883,548.516
HulkHogansMainEvent,416.5016396389883,548.516
DivinityIITheDragonKnightSaga,441.0016396389883,548.516
NHL2K8,465.5016396389883,548.516
SupermanTheManofSteel,490.0016396389883,548.516
FatalInertia,514.5016396389883,548.516
KungFuHighImpact,539.0016396389883,548.516
RumbleRosesXX,563.5016396389883,548.516
HasbroFamilyFunPack,588.0016396389883,548.516
Venetica,612.5016396389883,548.516
CabelasAlaskanAdventure,637.0016396389883,548.516
RollerCoasterTycoon,661.5016396389883,548.516
NightCaster,686.0016396389883,548.516
BorderlandsDoubleGameAddOnPack,710.5016396389883,548.516
DestroyAllHumansPathoftheFuron,735.0016396389883,548.516
OtogiMythofDemons,759.5016396389883,548.516
MonsterHunterFrontierOnline,784.0016396389883,548.516
SteelBattalionHeavyArmor,808.5016396389883,548.516
OnechanbaraBikiniSamuraiSquad,833.0016396389883,548.516
VictoriousTimetoShine,857.5016396389883,548.516
AdventRising,882.0016396389883,548.516
TwisterMania,906.5016396389883,548.516
FuseInsomniac,931.0016396389883,548.516
HourofVictory,955.5016396389883,548.516
QuantumRedshift,980.0016396389883,548.516
TheHistoryChannelGreatBattlesMedieval,1004.5016396389883,548.516
ArmedandDangerous,49.0016396389883,573.016
SCOREInternationalBaja1000TheOfficialGame,73.50163963898831,573.016
VoodooVince,98.00163963898831,573.016
Blackwater,122.50163963898831,573.016
ChaseHollywoodStuntDriver,147.0016396389883,573.016
CelDamage,171.5016396389883,573.016
DanceParadise,196.0016396389883,573.016
Breakdown,220.5016396389883,573.016
Psychonauts,245.0016396389883,573.016
MLBInsidePitch2003,269.5016396389883,573.016
RaidenIV,294.0016396389883,573.016
CSICrimeSceneInvestigation,318.5016396389883,573.016
SelfDefenseTrainingCamp,343.0016396389883,573.016
DeadMansHand,367.5016396389883,573.016
ToeJamEarlIIIMissiontoEarth,392.0016396389883,573.016
MonsterMadnessBattleforSuburbia,416.5016396389883,573.016
BloodDrive,441.0016396389883,573.016
PhantomDust,465.5016396389883,573.016
StubbstheZombieinRebelWithoutaPulse,490.0016396389883,573.016
BatmanDarkTomorrow,514.5016396389883,573.016
WarhammerBattleMarch,539.0016396389883,573.016
SpyvsSpy,563.5016396389883,573.016
MurakumoRenegadeMechPursuit,588.0016396389883,573.016
GunMetal,612.5016396389883,573.016
TruthorLies,637.0016396389883,573.016
OutlawGolfNineHolesofChristmas,661.5016396389883,573.016
NHLRivals2004,686.0016396389883,573.016
MichaelPhelpsPushtheLimit,710.5016396389883,573.016
SmashCourtTennis3,735.0016396389883,573.016
HoleintheWallDeluxeEdition,759.5016396389883,573.016
ThePenguinsofMadagascarDrBlowholeReturnsAgain,784.0016396389883,573.016
TetrisEvolution,808.5016396389883,573.016
FlatOutUltimateCarnage,833.0016396389883,573.016
PacManandtheGhostlyAdventures2,857.5016396389883,573.016
UFCTapout2,882.0016396389883,573.016
Pariah,906.5016396389883,573.016
CabelasOutdoorAdventures,931.0016396389883,573.016
MetalSlug3,955.5016396389883,573.016
TheFirstTemplar,980.0016396389883,573.016
BladesofTime,1004.5016396389883,573.016
UniverseatWarEarthAssault,1029.0016396389883,573.016
NASCARTheGameInsideLine,49.0016396389883,597.516
Fallout3GameAddOnPackThePittandOperationAnchorage,73.50163963898831,597.516
SNKvsCapcomSVCChaos,98.00163963898831,597.516
BulletWitch,122.50163963898831,597.516
SilentScopeComplete,147.0016396389883,597.516
TomClancysClassicTrilogy,171.5016396389883,597.516
LittleLeagueWorldSeriesBaseball2010,196.0016396389883,597.516
Sneakers,220.5016396389883,597.516
ExhibitionVolume03,245.0016396389883,597.516
WhoWantstoBeAMillionaire,269.5016396389883,597.516
ManvsWild,294.0016396389883,597.516
WatchmenTheEndisNighPart12,318.5016396389883,597.516
MotoGP2,343.0016396389883,597.516
SteelBattalion,367.5016396389883,597.516
DarkestofDays,392.0016396389883,597.516
Whacked,416.5016396389883,597.516
FieldStreamTotalOutdoorsmanChallenge,441.0016396389883,597.516
RavenSquadOperationHiddenDagger,465.5016396389883,597.516
NinjaGaidenBlack,490.0016396389883,597.516
YourselfFitness,514.5016396389883,597.516
NewLegends,539.0016396389883,597.516
JimmieJohnsonsAnythingWithanEngine,563.5016396389883,597.516
ImportTunerChallengeAmericansales,588.0016396389883,597.516
SpongeBobHeroPants,612.5016396389883,597.516
ZoidsAssault,637.0016396389883,597.516
SupremeCommander,661.5016396389883,597.516
TransworldSnowboarding,686.0016396389883,597.516
CrimsonSea,710.5016396389883,597.516
SpectralForce3,735.0016396389883,597.516
BattleFantasia,759.5016396389883,597.516
ShellShock2BloodTrails,784.0016396389883,597.516
FEARFiles,808.5016396389883,597.516
AmericasArmyTrueSoldiers,833.0016396389883,597.516
RaidenFightersAces,857.5016396389883,597.516
SegaGTOnline,882.0016396389883,597.516
PrisonerofWar,906.5016396389883,597.516
KonamiClassicsVol1,931.0016396389883,597.516
SteinsGateHiyokuRenrinoDarling,955.5016396389883,597.516
Qubed,980.0016396389883,597.516
SamuraiShodownSen,1004.5016396389883,597.516
EarthDefenseForce2017,1029.0016396389883,597.516
IndycarSeries2005,49.0016396389883,622.016
TheIdolmster,73.50163963898831,622.016
InfernalHellsVengeance,98.00163963898831,622.016
FarCryInstinctsEvolution,122.50163963898831,622.016
KillerInstinct2013,147.0016396389883,622.016
DamageIncPacificSquadronWWII,171.5016396389883,622.016
TheIdolmsterLiveforYou,196.0016396389883,622.016
StillLife,220.5016396389883,622.016
MaximumChase,245.0016396389883,622.016
KengoLegendofThe9,269.5016396389883,622.016
CombatTaskForce121,294.0016396389883,622.016
ExhibitionVolume4,318.5016396389883,622.016
CircusMaximusChariotWars,343.0016396389883,622.016
OperationDarkness,367.5016396389883,622.016
YoostaronMTV,392.0016396389883,622.016
LoonsTheFightForFame,416.5016396389883,622.016
Totaled,441.0016396389883,622.016
Drakeofthe99Dragons,465.5016396389883,622.016
XboxLiveArcadeUnpluggedVolume1,490.0016396389883,622.016
WorldRacing,514.5016396389883,622.016
Mayhem3D,539.0016396389883,622.016
DreamCClub,563.5016396389883,622.016
WingsofWar,588.0016396389883,622.016
KabukiWarriors,612.5016396389883,622.016
MotionExplosion,637.0016396389883,622.016
DeathrowUndergroundTeamCombat,661.5016396389883,622.016
LandoftheDeadRoadtoFiddlersGreen,686.0016396389883,622.016
NHLLegacy,710.5016396389883,622.016
MonsterGarage,735.0016396389883,622.016
AkaiKatanaShin,759.5016396389883,622.016
TecmoClassicArcade,784.0016396389883,622.016
MXvsATVSupercross,808.5016396389883,622.016
CallofCthulhuDarkCornersoftheEarth,833.0016396389883,622.016
SeriousSamII,857.5016396389883,622.016
ExhibitionVolume5,882.0016396389883,622.016
SplatRenegadePaintball,906.5016396389883,622.016
CallofDutyTheWarCollection,931.0016396389883,622.016
BraveAWarriorsTale,955.5016396389883,622.016
TopGunHardLock,980.0016396389883,622.016
MobileOpsTheOneYearWar,1004.5016396389883,622.016
TomClancysRainbowSixCriticalHour,1029.0016396389883,622.016
RidetoHell,49.0016396389883,646.516
HailtotheChimp,73.50163963898831,646.516
SeaBlade,98.00163963898831,646.516
Carve,122.50163963898831,646.516
DragonsLair3DReturntotheLair,147.0016396389883,646.516
MystIVRevelation,171.5016396389883,646.516
UEFAChampionsLeague20062007,196.0016396389883,646.516
TheIdolmaster2,220.5016396389883,646.516
Otogi2ImmortalWarriors,245.0016396389883,646.516
UltraBustAMove,269.5016396389883,646.516
DoDonPachiResurrection,294.0016396389883,646.516
MorphX,784.0016396389883,646.516
PhantomCrash,808.5016396389883,646.516
RBIBaseball2016,833.0016396389883,646.516
ArxFatalis,857.5016396389883,646.516
TourdeFrance2011,882.0016396389883,646.516
DeadliestCatchAlaskanStorm,906.5016396389883,646.516
CrimeLifeGangWars,931.0016396389883,646.516
FatalFrameIICrimsonButterflyDirectorsCut,955.5016396389883,646.516
TheLordoftheRingsTheBattleforMiddleEarthII,980.0016396389883,646.516
ColinMcRaeRally2005,1004.5016396389883,646.516
SecretService,1029.0016396389883,646.516
KakutoChojin,49.0016396389883,671.016
RazesHell,73.50163963898831,671.016
ShinMegamiTenseiNINE,98.00163963898831,671.016
TestDriveFerrariLegends,122.50163963898831,671.016
NightCasterIIEquinox,147.0016396389883,671.016
MikeTysonHeavyweightBoxing,171.5016396389883,671.016
LipsDeutschePartyknaller,196.0016396389883,671.016
Yager,220.5016396389883,671.016
ForzaMotorsport3UltimateEdition,245.0016396389883,671.016
OperationFlashpointElite,269.5016396389883,671.016
TOCARaceDriver2,808.5016396389883,671.016
DaiSenryakuVIIModernMilitaryTactics,833.0016396389883,671.016
WarTechSenkonoRonde,857.5016396389883,671.016
SXSuperstar,882.0016396389883,671.016
NikeKinectTraining,906.5016396389883,671.016
BloodyRoarExtreme,931.0016396389883,671.016
TennisMastersSeries2003,955.5016396389883,671.016
DeadliestWarriorAncientCombat,980.0016396389883,671.016
CallofDutyModernWarfareTrilogy,1004.5016396389883,671.016
PopCapArcadeVol1,1029.0016396389883,671.016
MLB2K12NBA2K12ComboPack,49.0016396389883,695.516
ShatteredUnion,73.50163963898831,695.516
GalGun,98.00163963898831,695.516
Worms4Mayhem,122.50163963898831,695.516
PurePinball,147.0016396389883,695.516
PhantomBreaker,171.5016396389883,695.516
BombermanActZero,196.0016396389883,695.516
DreamfallTheLongestJourney,220.5016396389883,695.516
StokedBigAirEdition,245.0016396389883,695.516
MonsterHunterFrontierOnlineSeason90,833.0016396389883,695.516
ChaosHeadNoah,857.5016396389883,695.516
BeatdownFistsofVengeance,882.0016396389883,695.516
EspgaludaIIBlackLabel,906.5016396389883,695.516
BlackStoneMagicSteel,931.0016396389883,695.516
PainkillerHellWars,955.5016396389883,695.516
SpecialForcesNemesisStrike,980.0016396389883,695.516
DreamCClubZero,1004.5016396389883,695.516
ProjectGothamRacing2JPweeklysales,1029.0016396389883,695.516
CrashTimeAutobahnPusuit,49.0016396389883,720.016
GunGriffonAlliedStrike,73.50163963898831,720.016
PopCapArcadeVol2,98.00163963898831,720.016
Majesty2TheFantasyKingdomSim,122.50163963898831,720.016
TorkPrehistoricPunk,147.0016396389883,720.016
SummerAthletics2009,171.5016396389883,720.016
MushihimesamaFutariVer15,196.0016396389883,720.016
OtomediusGorgeous,220.5016396389883,720.016
FastFuriousShowdown,833.0016396389883,720.016
GalleonIslandsofMystery,857.5016396389883,720.016
DennouSenkiVirtualOnForce,882.0016396389883,720.016
SenkonoRondeDUO,906.5016396389883,720.016
MonsterHunterFrontierOnlineSeason10,931.0016396389883,720.016
VirtualPoolTournamentEdition,955.5016396389883,720.016
MetalDungeon,980.0016396389883,720.016
TriplePackXboxLiveArcadeCompilation,1004.5016396389883,720.016
DeathSmilesII,1029.0016396389883,720.016
Whiteout,49.0016396389883,744.516
SyberiaII,73.50163963898831,744.516
MotorTrendpresentsLotusChallenge,98.00163963898831,744.516
MonsterHunterFrontierOnlineForward1,122.50163963898831,744.516
ProCastSportsFishing,147.0016396389883,744.516
RugbyLeagueLive,171.5016396389883,744.516
WorldWarIICombatRoadToBerlin,196.0016396389883,744.516
TheKingofFightersMaximumImpactManiax,220.5016396389883,744.516
MonsterHunterFrontierOnlineForward2,857.5016396389883,744.516
RoomZoomRaceforImpact,882.0016396389883,744.516
DoDonPachiDaiOujouBlackLabelExtra,906.5016396389883,744.516
StakeFortuneFighters,931.0016396389883,744.516
AlienBreedTrilogy,955.5016396389883,744.516
ColdWar,980.0016396389883,744.516
SteelBattalionLineofContact,1004.5016396389883,744.516
PopCapHitsVol2,1029.0016396389883,744.516
CapcomDigitalCollection,49.0016396389883,769.016
11eyesCrossOver,73.50163963898831,769.016
CrossChannelInMemoryofAllPeople,98.00163963898831,769.016
RapalaforKinect,122.50163963898831,769.016
ToxicGrind,147.0016396389883,769.016
ScrapLand,171.5016396389883,769.016
Indianapolis500Evolution,196.0016396389883,769.016
SeriousSamHDGoldEdition,857.5016396389883,769.016
SamuraiShodownV,882.0016396389883,769.016
ProFishingChallenge,906.5016396389883,769.016
KnightsApprenticeMemoricksAdventures,931.0016396389883,769.016
IronPhoenix,955.5016396389883,769.016
GroupSChallenge,980.0016396389883,769.016
GuesstheLogos,1004.5016396389883,769.016
OrenoYomeAnataDakenoHanayome,1029.0016396389883,769.016
TheKingofFightersNeoWave,49.0016396389883,793.516
MeikyuuCrossBloodReloaded,73.50163963898831,793.516
ChicagoEnforcer,98.00163963898831,793.516
CarmageddonMaxDamage,122.50163963898831,793.516
MuchiMuchiPorkPinkSweets,147.0016396389883,793.516
Mushihimesama,171.5016396389883,793.516
BrokenSwordTheSleepingDragon,196.0016396389883,793.516
PopCapHits,882.0016396389883,793.516
KetsuiKizunaJigokuTachiExtra,906.5016396389883,793.516
RoboCop,931.0016396389883,793.516
PulseRacer,955.5016396389883,793.516
TopGearRPMTuning,980.0016396389883,793.516
MemoriesOffYubikirinoKioku,1004.5016396389883,793.516
ArmyMenMajorMalfunction,1029.0016396389883,793.516
ExhibitionVolume6,49.0016396389883,818.016
WLOSekaiRenaiKikousen,73.50163963898831,818.016
FinalFantasyXIAllInOnePack2006,98.00163963898831,818.016
EarthDefenseForce2017oldJPsales,122.50163963898831,818.016
PacManChampionshipEdition2ArcadeGameSeries,147.0016396389883,818.016
SharinnoKuniHimawarinoShoujo,171.5016396389883,818.016
FootballManager2007,906.5016396389883,818.016
TomClancysGhostReconAdvancedWarfighterweeklyJPsales,931.0016396389883,818.016
InstantBrain,955.5016396389883,818.016
SuperRobotTaisenXO,980.0016396389883,818.016
AquamanBattleforAtlantis,1004.5016396389883,818.016
PsychoPass,1029.0016396389883,818.016
GrooveriderSlotCarThunder,49.0016396389883,842.516
KonamiClassicsVol2,73.50163963898831,842.516
DoDonPachiSaidaioujou,98.00163963898831,842.516
FuriousKarting,122.50163963898831,842.516
EntakunoSeitoStudentsofRound,147.0016396389883,842.516
Caladrius,171.5016396389883,842.516
NoFateOnlythePowerofWill,906.5016396389883,842.516
MamorukunwaNorowareteShimatta,931.0016396389883,842.516
RootDoubleBeforeCrimeAfterDays,955.5016396389883,842.516
GoatSimulator,980.0016396389883,842.516
RalliSportChallengeJPsales,1004.5016396389883,842.516
CrossEdgeDash,73.50163963898831,867.016
TimeLeap,98.00163963898831,867.016
ShinSangokuMusou4Special,122.50163963898831,867.016
BulletSoulTamaTamashii,147.0016396389883,867.016
DoDonPachiDaifukkatsuBlackLabel,931.0016396389883,867.016
DragonBallZforKinect,955.5016396389883,867.016
LMAManager2007,980.0016396389883,867.016
