x,y
258.80855255126954,242.8
259.80606136322024,242.8
260.801709151268,242.8
261.8081698328257,242.8
262.7949417114258,242.8
263.8042623281479,242.8
264.80370618999007,242.8
265.80048828125007,242.8
266.801453280449,242.8
267.80356471538545,242.8
268.80783398151397,242.8
269.8074459403754,242.8
270.5876469004667,242.9990791571429
270.5288029829041,243.9902755751857
270.4735511592357,244.99750931661546
270.4232425734401,245.9973220552318
270.37729057818655,247.0010246102698
270.336206792295,247.99702809220182
270.29989601522686,248.98527895072476
270.26759773436936,249.98791532708566
270.2400904655457,250.9823293864727
270.21681777983906,251.990283464361
270.1983362078667,252.989524679631
270.1844122999115,253.99070936142672
270.17516069989654,254.98286500748947
270.1703923491761,255.9974880413036
270.1703125,256.9815185546875
270.17493788879364,257.99739111781827
270.1840045867488,258.98253211480335
270.19808829817924,259.9981216843822
270.21635035276415,260.9828317694366
270.2399042533711,261.99654382207666
270.26794922798877,262.9987594882958
270.30033702757214,263.9893953780062
270.33767763655635,264.98744649671715
270.3800608709455,265.9921223324724
270.4266444915906,266.98401689199966
270.47825486343356,267.98138429642427
270.5349436759949,268.983380240202
270.5967468261719,269.9891353607178
270.66247529983525,270.98019154667855
270.73320583384486,271.97373611562654
270.808929255046,272.96884200560163
270.8896175935865,273.9645554077812
270.9752231106162,274.95989521956074
271.06718750000005,275.9699951171875
271.16245122104885,276.9612269618549
271.262356739305,277.94896513208516
271.36842017322783,278.94731231117623
271.47890625,279.9392822265625
271.59534395933156,280.9382138542831
271.7149670850486,281.91859555467965
271.84420685921805,282.9219640285708
271.9768774360419,283.91656691432
272.1127193796915,284.9018853402697
272.25422128080396,285.89642669437455
272.3984754278791,286.8802265076898
272.54805104434496,287.8713225781918
272.6999089334626,288.85010630572214
272.85959866046915,289.8521837711334
273.02110720458444,290.83972422247757
273.1841091733426,291.8120768748224
273.35426683980046,292.80306650316345
273.52832350214015,293.7932322875597
273.7059353142977,294.7808411180973
273.88671875,295.7640625
274.07024887190204,296.74096509190275
274.25904590785507,297.72492851614953
274.44956080615526,298.6975354611874
274.6470700267237,299.68549447124826
274.8477933198214,300.66939111351974
275.05082336789934,301.64492337955164
275.2578932883684,302.6203638796695
275.4675982628018,303.58890155032276
275.6834715753794,304.56626642346384
275.9053890794516,305.55070201754575
276.1298135537655,306.5256169833243
276.3567354202271,307.49024085998536
276.5912309437991,308.4641521036625
276.8334581252188,309.4439885847271
277.08285641148694,310.40875275656583
277.3427642936819,311.37587731229144
277.6029570102692,312.3407853603363
277.86196375265723,313.2965907774866
278.1253609359265,314.2627793610096
278.3921928144061,315.23535016113897
278.6582829296589,316.19947063326845
278.92540737343955,317.1624374185689
