x,y
381.2982404710726,209.49414119748397
380.9663703083992,208.5556849181652
380.5453301429748,207.6495442867279
380.041809117794,206.7889725267887
379.46073684692385,205.98136405944823
378.79864325970414,205.22540362551808
378.06725815534594,204.5389502823353
377.28017891766507,203.92421317296103
376.4841850418758,203.3230364986739
375.6875763296266,202.73242624216948
374.86965001917997,202.13743622738258
374.05110201975333,201.5535261607729
373.2423180695973,200.98785678999266
372.4121926115244,200.4188597761444
371.58146935611734,199.86115877380362
370.7501617144211,199.31473143122858
369.9078810584979,198.7729368010434
369.0650289840065,198.2426533191465
368.21120352187427,197.71752459342824
367.3568211533129,197.20414514914154
366.48103784034026,196.69040172183887
365.62557228744265,196.20073372224581
364.7487096860423,195.71122954249148
363.87132404131114,195.23395250170725
362.99343087821035,194.76887672495795
362.09412592053417,194.3053411781788
361.1943219227833,193.85453993558184
360.3045067001731,193.4214664437124
359.39328344905516,192.99102929293878
358.4920822940767,192.57826435789468
357.56947550773623,192.16896700859067
356.65692531446257,191.7772843801373
355.7334712303433,191.3941828050956
354.7991171889007,191.02008058950304
353.8748779296875,190.66335449218752
352.92925739398925,190.31203807805434
351.9937885716572,189.9780362303034
351.0474686100133,189.65381175841756
350.09030551835895,189.33978583142164
349.1433551203809,189.042827997671
348.17506723717094,188.7532346116961
347.22756079211837,188.48356427326797
346.25874441629276,188.22179825296627
345.2896912634373,187.974048191309
344.32042173007505,187.74028009409085
343.3404175424643,187.518147120862
342.36023415607633,187.31023186772364
341.39043471313784,187.11850705979163
340.3994140625,186.93691406250002
339.4082749118679,186.76973856451224
338.41703901709997,186.61694430606443
337.4257281340543,186.47849502739265
336.4343640185893,186.3543544687331
335.44296842656337,186.24448637032185
334.4482151031495,186.13342027664189
333.45028529167183,186.0482422232628
332.4503875732422,185.988387298584
331.45625000000007,185.946875
330.46154785156256,185.91968383789063
329.45526674389845,185.90447365194558
328.4596295356751,185.90000770967453
327.46398925781256,185.90520706176758
326.4668289184571,185.9206202149391
325.4610614776612,185.9475358918309
324.46640167236336,185.98677242994307
323.4623977661133,186.04121540784837
322.47187042236334,186.11322757005692
321.47871094252923,186.21417836891487
320.4881874674699,186.33864073186416
319.497682440281,186.47854983210567
318.50721229633785,186.63389745195164
317.5167934710161,186.80467537371445
316.52644239969095,186.99087537970627
315.55638409599203,187.18822066314755
314.56621562093505,187.40492586567999
313.59636773318056,187.632138017565
312.62664730399854,187.87411798313263
311.6570697829128,188.13085803762078
310.70784513286793,188.39654394719986
309.7385959979846,188.68247390404576
308.7897225210444,188.97672677887607
307.8410446925322,189.28510182880564
306.89257701635364,189.6075918018818
305.9443339964143,189.9441894461517
305.0164978417801,190.2872790856636
304.0687420979143,190.6517705373466
303.14141064155854,191.02214660411704
302.22442461736216,191.401764020884
301.3077160907211,191.7945695125847
300.3912982207171,192.20055649967836
299.4751841664315,192.61971840262413
298.56944902122495,193.0472262254334
297.6841533296044,193.47768210804787
296.7790688736365,193.93064597928895
295.89443375561393,194.38598004831005
295.0101431986318,194.85360445277766
294.12620910275734,195.33351324265823
293.2627202295932,195.81437808157642
292.3895601011377,196.31276069397427
291.5268125788979,196.81719840086444
290.6744755266235,197.32727706441656
289.8125049544732,197.85499303572578
288.97097336973536,198.38173054592917
288.12984075185386,198.91962397278985
287.2891174508027,199.46866814132082
286.44881381655586,200.02885787653503
285.6289321133868,200.58645547879863
284.8094698219328,201.15466447925428
283.99043657034645,201.73348006382585
283.1718419867801,202.32289741843707
282.37364507776226,202.90815119215986
281.5758838041919,203.5034868307761
280.77856710676576,204.1088998639374
279.99184471368795,204.72984996438026
279.26414642781026,205.41932353302838
278.618747997284,206.17305903434755
278.04775633662945,207.0046127103269
277.5732800602914,207.8884891808033
277.20429849624645,208.80559754371643
276.9217132270337,209.7706575512886
276.6465341277466,210.73414935556065
276.3771543390468,211.69654963503126
276.113565776196,212.65791336592227
275.8557603544557,213.61829552445562
275.5993599023322,214.59457569995428
275.348930399865,215.56995440274477
275.1086278124175,216.5276940457086
274.8700120744544,217.5014566200407
274.637341879726,218.47449048533161
274.4106087104724,219.4468535623484
274.18980404893387,220.41860377185805
273.9712663332933,221.40653925556688
273.76239498114455,222.37722943087573
273.5594264365734,223.34748149961234
273.3590059885422,224.33407231912423
273.16467586789526,225.3203306985786
272.9764271086592,226.30631760659452
272.79425074486073,227.29209401179105
272.6210723108264,228.26101625261362
272.45091129665246,229.24655555121424
272.2867959319615,230.23206621948628
272.126089924574,231.23431397676467
271.9741410483622,232.21995239715034
271.82821077174754,233.20574612643105
271.6882901287566,234.19175613322585
271.5543701534161,235.17804338615386
271.4243251897396,236.18139458745716
271.30248097680897,237.1684265297692
271.18661038164294,238.15591965743806
271.07489297835866,239.16068581410218
270.9710435873583,240.1492946272163
270.87314076423655,241.1385485649109
270.77966793002577,242.14529401790352
270.6937317528254,243.1360346371046
270.61371509361794,244.1276043201098
270.53840383716175,245.1368934103986
270.4702992656313,246.1303207709716
270.40808716220795,247.12476113457234
270.3517585609182,248.1202754698199
270.3013044957887,249.11692474533336
270.25601076242754,250.13169321983585
270.2179841101171,251.11387199163437
270.18459284165885,252.13125988002867
270.1580542774057,253.11609062242786
270.1368384034767,254.11932912855698
270.12144326986754,255.12406838666647
270.11197397225783,256.11330007023645
270.108095143379,257.12119572703085
270.1100103088656,258.1307740082964
270.11753184563725,259.12493997241836
270.13063545227067,260.12084884643554
270.1493126110058,261.118558551115
270.17355480408304,262.1181270072237
270.20335351374246,263.11961213552854
270.2387002222241,264.12307185679674
270.2795864117682,265.1285640917951
270.3251564579333,266.1187566117005
270.37606030395267,267.11102307979013
270.43332383647805,268.1228833378991
270.4949642475884,269.119501435777
270.5619140625001,270.11835937499995
270.63285199180257,271.10192795842886
270.7103035660156,272.10538881076786
270.7930404316519,273.1112534686224
270.87946496432426,274.10186552035157
270.9709754961427,275.09490297075826
271.06756436045987,276.0904179530451
271.1692238906283,277.08846260041463
271.2739963068555,278.07119777449697
271.38568396221825,279.07441065998574
271.50259490554754,280.0701768471874
271.62471660731836,281.0671008468256
271.7496466903017,282.0484308007173
271.88135914248716,283.04587206528083
272.0156177838421,284.0278083440018
272.156697523594,285.02596455216406
272.3000648075017,286.008701696631
272.4478683875874,286.9919082467444
272.60254438261336,287.9915030781951
272.7591276111868,288.97580152726584
272.91998395488196,289.9607137344559
273.0850593108889,290.94628755994347
273.2542995763973,291.9325708639066
273.42765064859714,292.9196115065235
273.6050584246783,293.9074573479724
273.7835113534705,294.88020247230304
273.968806972704,295.8697873812518
274.15799786001446,296.8603202976287
274.34788629875703,297.83584852909405
274.541441466543,298.81238634398903
274.7418739676476,299.8060144841671
274.9393458815292,300.7686730501242
275.14696934463,301.76458586150545
275.35129888954117,302.7295450681471
275.56241479860915,303.7118145229018
275.7768882751466,304.6953670501709
275.9910712564365,305.66409168327226
276.2084037378431,306.63414514139293
276.4325365562662,307.6217731011726
276.656071377275,308.59463829883464
276.8826077787643,309.56896317350186
277.10824798196563,310.5285147510469
277.3405924519525,311.50586297949775
277.57579221725473,312.4848002910614
277.80980874651874,313.44901362048256
278.05052644807444,314.43123094127657
278.2898741147249,315.3987535040709
278.53179462062843,316.3679789939473
278.77624134272344,317.33894865438344
279.0231676579483,318.3117037288568
279.268280502499,319.2697516815082
279.5199860766531,320.2461693115532
279.7697070571362,321.20789746287045
280.0216455923394,322.17150909649206
280.2757573899115,323.13704339411345
280.53199815750133,324.1045395374298
280.7903236027575,325.0740367081366
281.0506894333289,326.04557408792897
281.3130513568642,327.0191908585024
281.5727916600795,327.9780850103372
281.8343750000001,328.9390625
282.0977593359858,329.9021605172878
282.36290262739647,330.86741625199795
282.6297628335917,331.83486689392737
282.8982979139314,332.8045496328734
283.1637122074143,333.7594301001169
283.43066267799594,334.7165361951105
283.7039165064199,335.6930555004204
283.97384537711923,336.6547599740254
284.2451901133144,337.6187965048754
284.5130289999769,338.5679221841507
284.78706235755243,339.53668541656805
285.05746493730993,340.49052143415463
285.3340302848985,341.4641499266567
285.60684272337244,342.42283236681254
