id,x,y,size,color
TheSims3,15.72688436476732,19.311444153955307,10.151256243178214,#38454f
WorldofWarcraft,26.378140607945532,19.311444153955307,10.151256243178214,#38454f
DiabloIII,37.02939685112375,19.311444153955307,10.151256243178214,#38454f
MicrosoftFlightSimulator,47.68065309430196,19.311444153955307,10.151256243178214,#38454f
StarCraftIIWingsofLiberty,58.33190933748017,19.311444153955307,10.151256243178214,#38454f
WarcraftIITidesofDarkness,68.98316558065838,19.311444153955307,10.151256243178214,#38454f
HalfLife,79.63442182383659,19.311444153955307,10.151256243178214,#38454f
WorldofWarcraftTheBurningCrusade,90.2856780670148,19.311444153955307,10.151256243178214,#38454f
TheSimsUnleashed,100.93693431019301,19.311444153955307,10.151256243178214,#38454f
DoomIIHellonEarth,111.58819055337122,19.311444153955307,10.151256243178214,#38454f
TheSimsVacation,122.23944679654943,19.311444153955307,10.151256243178214,#38454f
TheSims4,132.89070303972764,19.311444153955307,10.151256243178214,#38454f
TheSimsLivinLarge,143.54195928290588,19.311444153955307,10.151256243178214,#38454f
StarWarsTheOldRepublic,154.1932155260841,19.311444153955307,10.151256243178214,#38454f
CommandConquerRedAlert,164.8444717692623,19.311444153955307,10.151256243178214,#38454f
Myst,175.4957280124405,19.311444153955307,10.151256243178214,#38454f
RivenTheSequeltoMyst,186.14698425561872,19.311444153955307,10.151256243178214,#38454f
ThemeHospital,196.79824049879693,19.311444153955307,10.151256243178214,#38454f
Monopoly,207.44949674197514,19.311444153955307,10.151256243178214,#38454f
HalfLife2,218.10075298515335,19.311444153955307,10.151256243178214,#38454f
GuildWars2,228.75200922833156,19.311444153955307,10.151256243178214,#38454f
TheSimsHouseParty,239.40326547150977,19.311444153955307,10.151256243178214,#38454f
SimCity2000,250.05452171468798,19.311444153955307,10.151256243178214,#38454f
WorldofWarcraftCataclysm,260.7057779578662,19.311444153955307,10.151256243178214,#38454f
SimThemePark,15.72688436476732,29.962700397133524,10.151256243178214,#38454f
WarcraftOrcsHumans,26.378140607945532,29.962700397133524,10.151256243178214,#38454f
StarWarsDarkForces,37.02939685112375,29.962700397133524,10.151256243178214,#38454f
Whowantstobeamillionaire,47.68065309430196,29.962700397133524,10.151256243178214,#38454f
TheSimsMakinMagic,58.33190933748017,29.962700397133524,10.151256243178214,#38454f
